Chemical Name,CAS RN,Hazardous_Traits
"Siloxanes and Silicones, di-Me, reaction products with Me hydrogen siloxanes and 1,1,3,3-tetramethyldisiloxane",69430-47-3,Bioaccumulation
"Siloxanes and Silicones, di-Me, reaction products with Me hydrogen siloxanes and 1,1,3,3-tetramethyldisiloxane",69430-47-3,Environmental Persistence
"Siloxanes and Silicones, Me 3,3,3-trifluoropropyl, Me vinyl, hydroxy-terminated",68952-02-3,Bioaccumulation
"Siloxanes and Silicones, Me 3,3,3-trifluoropropyl, Me vinyl, hydroxy-terminated",68952-02-3,Environmental Persistence
Silver,7440-22-4,Bioaccumulation
Silver,7440-22-4,Environmental Persistence
Silver cyanide,506-64-9,Neurotoxicity
Simazine,122-34-9,Developmental Toxicity
Simazine,122-34-9,Reproductive Toxicity
Slack wax (petroleum),64742-61-6,Carcinogenicity
"Slack wax (petroleum), acid-treated",90669-77-5,Carcinogenicity
"Slack wax (petroleum), carbon-treated",100684-49-9,Carcinogenicity
"Slack wax (petroleum), clay-treated",90669-78-6,Carcinogenicity
"Slack wax (petroleum), hydrotreated",92062-09-4,Carcinogenicity
"Slack wax (petroleum), low-melting",92062-10-7,Carcinogenicity
"Slack wax (petroleum), low-melting, carbon-treated",97863-04-2,Carcinogenicity
"Slack wax (petroleum), low-melting, clay-treated",97863-05-3,Carcinogenicity
"Slack wax (petroleum), low-melting, hydrotreated",92062-11-8,Carcinogenicity
"Slack wax (petroleum), low-melting, silicic acid-treated",97863-06-4,Carcinogenicity
"Slimes and sludges, copper electrolyte refining, decopperised",94551-87-8,Carcinogenicity
"Slimes and sludges, copper electrolyte refining, decopperised",94551-87-8,Reproductive Toxicity
"Slimes and sludges, copper electrolyte refining, decopperised",94551-87-8,Respiratory Toxicity
"Slimes and sludges, copper electrolytic refining, decopperised, nickel sulfate",92129-57-2,Carcinogenicity
"Slimes and sludges, copper electrolytic refining, decopperised, nickel sulfate",92129-57-2,Reproductive Toxicity
"Slimes and sludges, copper electrolytic refining, decopperised, nickel sulfate",92129-57-2,Respiratory Toxicity
Sodium,7440-23-5,Environmental tox
Sodium chromate,7775-11-3,Carcinogenicity
Sodium chromate,7775-11-3,Genotoxicity
Sodium chromate,7775-11-3,Reproductive Toxicity
Sodium chromate,7775-11-3,Respiratory Toxicity
Sodium cyanide,143-33-9,Reproductive Toxicity
Sodium dichromate,10588-01-9,Carcinogenicity
Sodium dichromate,10588-01-9,Genotoxicity
Sodium dichromate,10588-01-9,Reproductive Toxicity
Sodium dichromate,10588-01-9,Respiratory Toxicity
Sodium dimethyldithiocarbamate,128-04-1,Developmental Toxicity
Sodium fluoroacetate,62-74-8,Reproductive Toxicity
Sodium hydroxide,1310-73-2,Dermatotoxicity
Sodium hydroxide,1310-73-2,Ocular Toxicity
Sodium hydroxide,1310-73-2,Respiratory Toxicity
Sodium N-(hydroxymethyl)glycinate,70161-44-3,Carcinogenicity
Sodium perborate,15120-21-5,Reproductive Toxicity
Sodium perfluoroheptanoate,20109-59-5,Bioaccumulation
Sodium perfluoroheptanoate,20109-59-5,Environmental Persistence
Sodium sulfate,7757-82-6,Respiratory Toxicity
Solvent naphtha (coal),65996-79-4,Carcinogenicity
Solvent naphtha (coal),65996-79-4,Genotoxicity
"Solvent naphtha (coal), coumarone-styrene contg.",85536-19-2,Carcinogenicity
"Solvent naphtha (coal), coumarone-styrene contg.",85536-19-2,Genotoxicity
"Solvent naphtha (coal), light",85536-17-0,Carcinogenicity
"Solvent naphtha (coal), light",85536-17-0,Genotoxicity
"Solvent naphtha (coal), xylene-styrene cut",85536-20-5,Carcinogenicity
"Solvent naphtha (coal), xylene-styrene cut",85536-20-5,Genotoxicity
"Solvent naphtha (petroleum), hydrotreated light naphthenic",92062-15-2,Carcinogenicity
"Solvent naphtha (petroleum), hydrotreated light naphthenic",92062-15-2,Genotoxicity
"Solvent naphtha (petroleum), light aliph.",64742-89-8,Carcinogenicity
"Solvent naphtha (petroleum), light aliph.",64742-89-8,Genotoxicity
"Solvent naphtha (petroleum), light arom.",64742-95-6,Carcinogenicity
"Solvent naphtha (petroleum), light arom.",64742-95-6,Genotoxicity
"Solvent naphtha (petroleum), light arom., hydrotreated",68512-78-7,Carcinogenicity
"Solvent naphtha (petroleum), light arom., hydrotreated",68512-78-7,Genotoxicity
"Spiro[isobenzofuran-1(3H),9'-[9H]xanthen]-3-one, 2',4',5',7'-tetrabromo-3',6'-dihydroxy-(and related compounds)",15086-94-9,Bioaccumulation
"Spiro[isobenzofuran-1(3H),9'-[9H]xanthen]-3-one, 2',4',5',7'-tetrabromo-3',6'-dihydroxy-(and related compounds)",15086-94-9,Environmental Persistence
"Spiro[isobenzofuran-1(3H),9'-[9H]xanthen]-3-one, 2',4',5',7'-tetrabromo-3',6'-dihydroxy-, lead salt",1326-05-2,Bioaccumulation
"Spiro[isobenzofuran-1(3H),9'-[9H]xanthen]-3-one, 2',4',5',7'-tetrabromo-3',6'-dihydroxy-, lead salt",1326-05-2,Environmental Persistence
"Spiro[isobenzofuran-1(3H),9'-[9H]xanthen]-3-one, 3',6'-bis(diethylamino)-",509-34-2,Bioaccumulation
"Spiro[isobenzofuran-1(3H),9'-[9H]xanthen]-3-one, 3',6'-bis(diethylamino)-",509-34-2,Environmental Persistence
Spirodiclofen,148477-71-8,Carcinogenicity
Spironolactone,52-01-7,Carcinogenicity
"ß-Alanine, N-[4-[(2-bromo-6-chloro-4- nitrophenyl)azo]phenyl]-N-(3-methoxy-3-oxopropyl )-, methyl ester",59709-38-5,Bioaccumulation
"ß-Alanine, N-[4-[(2-bromo-6-chloro-4- nitrophenyl)azo]phenyl]-N-(3-methoxy-3-oxopropyl )-, methyl ester",59709-38-5,Environmental Persistence
"Stannane, [(2-octyl-1,4-dioxo-1,4-butanediyl) bis(oxy)]bis[tributyl-",67701-37-5,Bioaccumulation
"Stannane, [(2-octyl-1,4-dioxo-1,4-butanediyl) bis(oxy)]bis[tributyl-",67701-37-5,Environmental Persistence
"Stannane, fluorotriphenyl-",379-52-2,Bioaccumulation
"Stannane, fluorotriphenyl-",379-52-2,Environmental Persistence
"Stannane, tributylchloro-",1461-22-9,Bioaccumulation
"Stannane, tributylchloro-",1461-22-9,Environmental Persistence
"Stannane, tributylfluoro-",1983-10-4,Bioaccumulation
"Stannane, tributylfluoro-",1983-10-4,Environmental Persistence
Stanozolol,10418-03-8,Carcinogenicity
Sterigmatocystin,10048-13-2,Carcinogenicity
Stoddard solvent,8052-41-3,Carcinogenicity
Stoddard solvent,8052-41-3,Environmental tox
Stoddard solvent,8052-41-3,Genotoxicity
Stoddard solvent,8052-41-3,Neurotoxicity
Streptomycin sulfate,3810-74-0,Developmental Toxicity
Streptozotocin,18883-66-4,Carcinogenicity
Streptozotocin,18883-66-4,Developmental Toxicity
Streptozotocin,18883-66-4,Reproductive Toxicity
Strontium chromate,7789-06-2,Carcinogenicity
Styrene,100-42-5,Carcinogenicity
Styrene,100-42-5,Developmental Toxicity
Styrene,100-42-5,Hepatotoxicity and Digestive System Toxicity
Styrene,100-42-5,Neurotoxicity
Styrene,100-42-5,Ocular Toxicity
Styrene,100-42-5,Reproductive Toxicity
Styrene,100-42-5,Respiratory Toxicity
Styrene oxide,96-09-3,Carcinogenicity
Styrene oxide,96-09-3,Dermatotoxicity
Styrene oxide,96-09-3,Hepatotoxicity and Digestive System Toxicity
Styrene oxide,96-09-3,Neurotoxicity
Styrene oxide,96-09-3,Ocular Toxicity
Styrene oxide,96-09-3,Reproductive Toxicity
Styrene oxide,96-09-3,Respiratory Toxicity
Subtilisin,9014-01-1,Respiratory Toxicity
Succinic anhydride,108-30-5,Respiratory Toxicity
Sulfallate,95-06-7,Carcinogenicity
Sulfasalazine,599-79-1,Carcinogenicity
Sulfasalazine,599-79-1,Reproductive Toxicity
"Sulfonium, (4-methylphenyl)diphenyl-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",910606-39-2,Bioaccumulation
"Sulfonium, (4-methylphenyl)diphenyl-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",910606-39-2,Environmental Persistence
"Sulfonium, (thiodi-4,1-phenylene)bis[diphenyl-, salt with 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonic acid (1:2)",421555-73-9,Bioaccumulation
"Sulfonium, (thiodi-4,1-phenylene)bis[diphenyl-, salt with 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonic acid (1:2)",421555-73-9,Environmental Persistence
"Sulfonium, [4-[(2-methyl-1-oxo-2-propen-1-yl)oxy]phenyl]diphenyl-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",911027-68-4,Bioaccumulation
"Sulfonium, [4-[(2-methyl-1-oxo-2-propen-1-yl)oxy]phenyl]diphenyl-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",911027-68-4,Environmental Persistence
"Sulfonium, [4-[(2-methyl-1-oxo-2-propenyl)oxy]phenyl]diphenyl-, salt with 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonic acid (1:1), polymer with 2-ethyltricyclo[3.3.1.13,7]dec-2-yl 2-methyl-2-propenoate, 3-hydroxytricyclo[3.3.1.13,7]dec-1-yl 2-methyl-2-propenoate and tetrahydro-2-oxo-3-furanyl 2-methyl-2-propenoate",911027-69-5,Bioaccumulation
"Sulfonium, [4-[(2-methyl-1-oxo-2-propenyl)oxy]phenyl]diphenyl-, salt with 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonic acid (1:1), polymer with 2-ethyltricyclo[3.3.1.13,7]dec-2-yl 2-methyl-2-propenoate, 3-hydroxytricyclo[3.3.1.13,7]dec-1-yl 2-methyl-2-propenoate and tetrahydro-2-oxo-3-furanyl 2-methyl-2-propenoate",911027-69-5,Environmental Persistence
"Sulfonium, bis(4-methylphenyl)phenyl-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",341548-85-4,Bioaccumulation
"Sulfonium, bis(4-methylphenyl)phenyl-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",341548-85-4,Environmental Persistence
"Sulfonium, triphenyl-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",144116-10-9,Bioaccumulation
"Sulfonium, triphenyl-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",144116-10-9,Environmental Persistence
"Sulfonium, tris[4-(1,1-dimethylethyl)phenyl]-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",425670-70-8,Bioaccumulation
"Sulfonium, tris[4-(1,1-dimethylethyl)phenyl]-, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonate (1:1)",425670-70-8,Environmental Persistence
Sulfotepp,3689-24-5,Developmental Toxicity
Sulfotepp,3689-24-5,Environmental tox
Sulfotepp,3689-24-5,Neurotoxicity
Sulfur dioxide,7446-09-5,Developmental Toxicity
Sulfur dioxide,7446-09-5,Respiratory Toxicity
Sulfuric Acid,7664-93-9,Carcinogenicity
Sulfuric Acid,7664-93-9,Respiratory Toxicity
Sulindac,38194-50-2,Developmental Toxicity
Sulindac,38194-50-2,Reproductive Toxicity
Sumithrin (d-phenothrin),26002-80-2,Environmental tox
syn-isomer of Dechlorane Plus,135821-03-3,Bioaccumulation
syn-isomer of Dechlorane Plus,135821-03-3,Environmental Persistence
"Tail gas (petroleum), catalytic cracked clarified oil and thermal cracked vacuum residue fractionation reflux drum",68478-21-7,Carcinogenicity
"Tail gas (petroleum), catalytic cracked clarified oil and thermal cracked vacuum residue fractionation reflux drum",68478-21-7,Genotoxicity
"Tail gas (petroleum), catalytic cracked distillate and catalytic cracked naphtha fractionation absorber",68307-98-2,Carcinogenicity
"Tail gas (petroleum), catalytic cracked distillate and catalytic cracked naphtha fractionation absorber",68307-98-2,Genotoxicity
"Tail gas (petroleum), catalytic cracked distillate and naphtha stabilizer",68952-77-2,Carcinogenicity
"Tail gas (petroleum), catalytic cracked distillate and naphtha stabilizer",68952-77-2,Genotoxicity
"Tail gas (petroleum), catalytic cracked naphtha stabilization absorber",68478-22-8,Carcinogenicity
"Tail gas (petroleum), catalytic cracked naphtha stabilization absorber",68478-22-8,Genotoxicity
"Tail gas (petroleum), catalytic cracker refractionation absorber",68478-25-1,Carcinogenicity
"Tail gas (petroleum), catalytic cracker refractionation absorber",68478-25-1,Genotoxicity
"Tail gas (petroleum), catalytic cracker, catalytic reformer and hydrodesulfurizer combined fractionater",68478-24-0,Carcinogenicity
"Tail gas (petroleum), catalytic cracker, catalytic reformer and hydrodesulfurizer combined fractionater",68478-24-0,Genotoxicity
"Tail gas (petroleum), catalytic hydrodesulfurized naphtha separator",68952-79-4,Carcinogenicity
"Tail gas (petroleum), catalytic hydrodesulfurized naphtha separator",68952-79-4,Genotoxicity
"Tail gas (petroleum), catalytic polymn. naphtha fractionation stabilizer",68307-99-3,Carcinogenicity
"Tail gas (petroleum), catalytic polymn. naphtha fractionation stabilizer",68307-99-3,Genotoxicity
"Tail gas (petroleum), catalytic reformed naphtha fractionation stabilizer",68478-26-2,Carcinogenicity
"Tail gas (petroleum), catalytic reformed naphtha fractionation stabilizer",68478-26-2,Genotoxicity
"Tail gas (petroleum), catalytic reformed naphtha fractionation stabilizer, hydrogen sulfide-free",68308-00-9,Carcinogenicity
"Tail gas (petroleum), catalytic reformed naphtha fractionation stabilizer, hydrogen sulfide-free",68308-00-9,Genotoxicity
"Tail gas (petroleum), catalytic reformed naphtha separator",68478-27-3,Carcinogenicity
"Tail gas (petroleum), catalytic reformed naphtha separator",68478-27-3,Genotoxicity
"Tail gas (petroleum), catalytic reformed naphtha stabilizer",68478-28-4,Carcinogenicity
"Tail gas (petroleum), catalytic reformed naphtha stabilizer",68478-28-4,Genotoxicity
"Tail gas (petroleum), cracked distillate hydrotreater separator",68478-29-5,Carcinogenicity
"Tail gas (petroleum), cracked distillate hydrotreater separator",68478-29-5,Genotoxicity
"Tail gas (petroleum), cracked distillate hydrotreater stripper",68308-01-0,Carcinogenicity
"Tail gas (petroleum), cracked distillate hydrotreater stripper",68308-01-0,Genotoxicity
"Tail gas (petroleum), gas oil catalytic cracking absorber",68308-03-2,Carcinogenicity
"Tail gas (petroleum), gas oil catalytic cracking absorber",68308-03-2,Genotoxicity
"Tail gas (petroleum), gas recovery plant",68308-04-3,Carcinogenicity
"Tail gas (petroleum), gas recovery plant",68308-04-3,Genotoxicity
"Tail gas (petroleum), gas recovery plant deethanizer",68308-05-4,Carcinogenicity
"Tail gas (petroleum), gas recovery plant deethanizer",68308-05-4,Genotoxicity
"Tail gas (petroleum), hydrodesulfurized distillate and hydrodesulfurized naphtha fractionator, acid-free",68308-06-5,Carcinogenicity
"Tail gas (petroleum), hydrodesulfurized distillate and hydrodesulfurized naphtha fractionator, acid-free",68308-06-5,Genotoxicity
"Tail gas (petroleum), hydrodesulfurized straight-run naphtha separator",68478-30-8,Carcinogenicity
"Tail gas (petroleum), hydrodesulfurized straight-run naphtha separator",68478-30-8,Genotoxicity
"Tail gas (petroleum), hydrodesulfurized vacuum gas oil stripper, hydrogen sulfide-free",68308-07-6,Carcinogenicity
"Tail gas (petroleum), hydrodesulfurized vacuum gas oil stripper, hydrogen sulfide-free",68308-07-6,Genotoxicity
"Tail gas (petroleum), isomerized naphtha fractionation stabilizer",68308-08-7,Carcinogenicity
"Tail gas (petroleum), isomerized naphtha fractionation stabilizer",68308-08-7,Genotoxicity
"Tail gas (petroleum), light straight-run naphtha stabilizer, hydrogen sulfide-free",68308-09-8,Carcinogenicity
"Tail gas (petroleum), light straight-run naphtha stabilizer, hydrogen sulfide-free",68308-09-8,Genotoxicity
"Tail gas (petroleum), propane-propylene alkylation feed prep deethanizer",68308-11-2,Carcinogenicity
"Tail gas (petroleum), propane-propylene alkylation feed prep deethanizer",68308-11-2,Genotoxicity
"Tail gas (petroleum), saturate gas plant mixed stream, C4-rich",68478-32-0,Carcinogenicity
"Tail gas (petroleum), saturate gas plant mixed stream, C4-rich",68478-32-0,Genotoxicity
"Tail gas (petroleum), saturate gas recovery plant, C1-2-rich",68478-33-1,Carcinogenicity
"Tail gas (petroleum), saturate gas recovery plant, C1-2-rich",68478-33-1,Genotoxicity
"Tail gas (petroleum), straight-run distillate hydrodesulfurizer, hydrogen sulfide-free",68308-10-1,Carcinogenicity
"Tail gas (petroleum), straight-run distillate hydrodesulfurizer, hydrogen sulfide-free",68308-10-1,Genotoxicity
"Tail gas (petroleum), straight-run naphtha hydrodesulfurizer",68952-80-7,Carcinogenicity
"Tail gas (petroleum), straight-run naphtha hydrodesulfurizer",68952-80-7,Genotoxicity
"Tail gas (petroleum), thermal cracked hydrocarbon fractionation stabilizer, petroleum coking",68952-82-9,Carcinogenicity
"Tail gas (petroleum), thermal cracked hydrocarbon fractionation stabilizer, petroleum coking",68952-82-9,Genotoxicity
"Tail gas (petroleum), thermal-cracked distillate, gas oil and naphtha absorber",68952-81-8,Carcinogenicity
"Tail gas (petroleum), thermal-cracked distillate, gas oil and naphtha absorber",68952-81-8,Genotoxicity
"Tail gas (petroleum), vacuum gas oil hydrodesulfurizer, hydrogen sulfide-free",68308-12-3,Carcinogenicity
"Tail gas (petroleum), vacuum gas oil hydrodesulfurizer, hydrogen sulfide-free",68308-12-3,Genotoxicity
"Tail gas (petroleum), vacuum residues thermal cracker",68478-34-2,Carcinogenicity
"Tail gas (petroleum), vacuum residues thermal cracker",68478-34-2,Genotoxicity
"Talc (includes Talc-based body powder (perineal use of), Talc containing asbestiform fibers other than asbestos, and Talc not containing asbestiform fibers)",14807-96-6,Carcinogenicity
Tamoxifen citrate,54965-24-1,Developmental Toxicity
"Tar acids, 3,5-xylenol fraction",84989-07-1,Carcinogenicity
"Tar acids, 3,5-xylenol fraction",84989-07-1,Genotoxicity
"Tar acids, brown-coal gasification",92062-22-1,Carcinogenicity
"Tar acids, brown-coal gasification",92062-22-1,Genotoxicity
"Tar acids, brown-coal, C2-alkylphenol fraction",94114-29-1,Carcinogenicity
"Tar acids, brown-coal, C2-alkylphenol fraction",94114-29-1,Genotoxicity
"Tar acids, brown-coal, crude",101316-86-3,Carcinogenicity
"Tar acids, brown-coal, crude",101316-86-3,Genotoxicity
"Tar acids, coal, crude",65996-85-2,Carcinogenicity
"Tar acids, coal, crude",65996-85-2,Genotoxicity
"Tar acids, cresylic",92062-26-5,Carcinogenicity
"Tar acids, cresylic",92062-26-5,Genotoxicity
"Tar acids, cresylic, residues",68555-24-8,Carcinogenicity
"Tar acids, cresylic, residues",68555-24-8,Genotoxicity
"Tar acids, cresylic, sodium salts, caustic solns.",68815-21-4,Carcinogenicity
"Tar acids, cresylic, sodium salts, caustic solns.",68815-21-4,Genotoxicity
"Tar acids, distn. residues",96690-55-0,Carcinogenicity
"Tar acids, distn. residues",96690-55-0,Genotoxicity
"Tar acids, ethylphenol fraction",84989-03-7,Carcinogenicity
"Tar acids, ethylphenol fraction",84989-03-7,Genotoxicity
"Tar acids, methylphenol fraction",84989-04-8,Carcinogenicity
"Tar acids, methylphenol fraction",84989-04-8,Genotoxicity
"Tar acids, polyalkylphenol fraction",84989-05-9,Carcinogenicity
"Tar acids, polyalkylphenol fraction",84989-05-9,Genotoxicity
"Tar acids, residues, distillates, first-cut",68477-23-6,Carcinogenicity
"Tar acids, residues, distillates, first-cut",68477-23-6,Genotoxicity
"Tar acids, xylenol fraction",84989-06-0,Carcinogenicity
"Tar acids, xylenol fraction",84989-06-0,Genotoxicity
"Tar bases, coal, aniline fraction",92062-27-6,Carcinogenicity
"Tar bases, coal, aniline fraction",92062-27-6,Genotoxicity
"Tar bases, coal, collidine fraction",92062-28-7,Carcinogenicity
"Tar bases, coal, collidine fraction",92062-28-7,Genotoxicity
"Tar bases, coal, crude",65996-84-1,Carcinogenicity
"Tar bases, coal, crude",65996-84-1,Genotoxicity
"Tar bases, coal, distn. residues",92062-29-8,Carcinogenicity
"Tar bases, coal, distn. residues",92062-29-8,Genotoxicity
"Tar bases, coal, lutidine fraction",91082-52-9,Carcinogenicity
"Tar bases, coal, lutidine fraction",91082-52-9,Genotoxicity
"Tar bases, coal, picoline fraction",92062-33-4,Carcinogenicity
"Tar bases, coal, picoline fraction",92062-33-4,Genotoxicity
"Tar bases, coal, quinoline derivs. fraction",70321-67-4,Carcinogenicity
"Tar bases, coal, quinoline derivs. fraction",70321-67-4,Genotoxicity
"Tar bases, coal, toluidine fraction",91082-53-0,Carcinogenicity
"Tar bases, coal, toluidine fraction",91082-53-0,Genotoxicity
"Tar bases, quinoline derivs.",68513-87-1,Carcinogenicity
"Tar bases, quinoline derivs.",68513-87-1,Genotoxicity
"Tar oils, brown-coal",94114-40-6,Carcinogenicity
"Tar oils, brown-coal",94114-40-6,Genotoxicity
"Tar oils, coal",65996-82-9,Carcinogenicity
